Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# total reads	# left	# right	Mapped (%)	Properly paired (%)	Avg. coverage depth	Coverage >= 1x (%)	# N's per 100 kbp	Reference length	Reference GC (%)	NG50	NG90	auNG	LG50	LG90	Reference mapped (%)	Reference properly paired (%)	Reference avg. coverage depth	Reference coverage >= 1x (%)	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# structural variations	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	busco_complete	busco_single_copy	busco_multi_copy	busco_fragmented	busco_missing_busco	busco_avg_identity	busco_stop_codon
polypolish_BS00_240_177-2_NP25x_IL30x	3686	3670	1475	425	30	1	20515938	20506500	13797680	6473343	952658	60666	3686	60666	20515938	49.26	7005	2641	9237.8	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9236.1	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	25.49	36.25	60666	20511448	7005	7005	2641	2641	9234.7	9233.0	879	879	2757	2758	57.4	56.3	1.1	14.2	28.4	0.7	25.7
polypolish_BS00_240_177-2_NP25x_IL35x	3686	3670	1475	425	30	1	20515864	20506426	13797658	6473325	952653	60666	3686	60666	20515864	49.26	7005	2642	9237.8	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9236.0	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	27.22	38.17	60666	20511374	7005	7005	2641	2641	9234.7	9232.9	879	879	2757	2758	57.4	56.3	1.1	14.2	28.4	0.7	26
polypolish_BS00_240_177-2_NP25x_IL40x	3686	3670	1475	425	30	1	20515792	20506354	13797613	6473317	952652	60666	3686	60666	20515792	49.26	7005	2641	9237.8	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9235.9	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	28.73	39.85	60666	20511302	7005	7005	2641	2641	9234.7	9232.9	879	880	2757	2758	57.4	56.3	1.1	14.2	28.4	0.7	26
polypolish_BS00_240_177-2_NP25x_IL50x	3686	3670	1475	425	30	1	20515691	20506254	13797541	6473264	952648	60666	3686	60666	20515691	49.26	7005	2641	9237.7	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9235.8	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	31.00	42.20	60666	20511199	7005	7005	2641	2641	9234.7	9232.8	879	880	2757	2758	57.4	56.3	1.1	14.2	28.4	0.7	26
polypolish_BS00_240_177-2_NP25x_IL60x	3686	3670	1475	425	30	1	20515646	20506209	13797519	6473243	952647	60666	3686	60666	20515646	49.26	7005	2641	9237.7	879	2756	NA	NA	NA	NA	NA	NA	NA	0.00	20519830	49.27	7005	2641	9235.8	879	2757	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	3 + 2 part	4488	99.962	1.000	33.01	44.03	60666	20511154	7005	7005	2641	2641	9234.6	9232.7	879	880	2757	2758	57.4	56.3	1.1	14.2	28.4	0.7	26
polypolish_BS00_240_177-2_NP30x_IL10x	4036	4023	1656	538	42	4	23423738	23414978	16180462	8351511	1410637	212753	4036	53889	23423738	49.25	7496	2688	9992.7	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9992.2	928	2981	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	100.000	1.000	6.47	11.23	53889	23423738	7496	7496	2688	2688	9992.7	9992.2	928	928	2981	2981	64.8	63.9	0.9	13.2	22	0.69	26.1
polypolish_BS00_240_177-2_NP30x_IL15x	4036	4023	1656	538	42	4	23423137	23414377	16180090	8351362	1410625	212756	4036	53889	23423137	49.25	7496	2688	9992.6	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.8	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.994	1.000	11.04	17.09	53889	23423137	7496	7496	2688	2688	9992.6	9991.8	928	928	2981	2982	64.8	63.7	1.1	13.2	22	0.69	26.1
polypolish_BS00_240_177-2_NP30x_IL20x	4036	4023	1656	538	42	4	23422725	23413967	16179806	8351236	1410613	212750	4036	53888	23422725	49.24	7496	2688	9992.5	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.5	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.988	1.000	15.06	21.59	53888	23422725	7496	7496	2688	2688	9992.5	9991.5	928	928	2981	2982	64.8	63.7	1.1	13.2	22	0.69	26.1
polypolish_BS00_240_177-2_NP30x_IL25x	4036	4023	1656	538	42	4	23422470	23413713	16179655	8351152	1410617	212746	4036	53888	23422470	49.24	7496	2690	9992.4	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.3	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	18.40	25.21	53888	23422470	7496	7496	2690	2688	9992.4	9991.3	928	928	2981	2982	64.8	63.6	1.2	13.2	22	0.69	26.1
polypolish_BS00_240_177-2_NP30x_IL30x	4036	4023	1656	538	42	4	23422387	23413629	16179587	8351100	1410600	212742	4036	53888	23422387	49.24	7496	2690	9992.3	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.2	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	20.70	27.54	53888	23422382	7496	7496	2690	2688	9992.3	9991.2	928	928	2981	2982	64.8	63.6	1.2	13.2	22	0.69	25.9
polypolish_BS00_240_177-2_NP30x_IL35x	4036	4023	1656	538	42	4	23422280	23413522	16179536	8351086	1410589	212739	4036	53888	23422280	49.24	7496	2690	9992.3	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.1	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	22.59	29.56	53888	23422275	7496	7496	2690	2688	9992.3	9991.1	928	928	2981	2982	64.8	63.7	1.1	13.2	22	0.69	25.7
polypolish_BS00_240_177-2_NP30x_IL40x	4036	4023	1656	538	42	4	23422181	23413423	16179501	8351070	1410578	212738	4036	53888	23422181	49.24	7496	2690	9992.3	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.0	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	23.93	31.06	53888	23422176	7496	7496	2690	2688	9992.3	9991.0	928	928	2981	2982	64.8	63.6	1.2	13.2	22	0.69	25.9
polypolish_BS00_240_177-2_NP30x_IL50x	4036	4023	1656	538	42	4	23422090	23413332	16179423	8351031	1410577	212737	4036	53888	23422090	49.24	7496	2690	9992.2	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2688	9991.0	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	26.16	33.40	53888	23422085	7496	7496	2690	2688	9992.2	9991.0	928	928	2981	2982	64.8	63.6	1.2	13.2	22	0.69	26.3
polypolish_BS00_240_177-2_NP30x_IL60x	4036	4023	1656	538	42	4	23422115	23413357	16179482	8351064	1410575	212732	4036	53888	23422115	49.24	7496	2688	9992.3	928	2981	NA	NA	NA	NA	NA	NA	NA	0.00	23425057	49.25	7496	2686	9991.0	928	2982	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.973	1.000	28.17	35.28	53888	23422098	7496	7496	2688	2686	9992.2	9991.0	928	928	2981	2982	64.8	63.6	1.2	13.2	22	0.69	26.1
polypolish_BS00_240_177-2_NP35x_IL10x	4185	4168	1744	604	69	5	25342886	25331100	17957826	9978001	2401394	272901	4185	59754	25342886	49.20	8027	2734	11183.0	906	3039	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8027	2734	11182.6	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.990	1.000	5.05	7.66	59754	25341151	8027	8027	2734	2734	11182.9	11182.5	906	906	3039	3039	70.7	69.4	1.3	12.8	16.5	0.69	25.7
polypolish_BS00_240_177-2_NP35x_IL15x	4185	4168	1744	604	69	5	25342397	25330613	17957564	9977908	2401360	272900	4185	59755	25342397	49.20	8027	2734	11182.9	906	3039	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8027	2734	11182.3	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.987	1.000	9.47	12.69	59755	25340662	8027	8027	2734	2734	11182.8	11182.2	906	906	3039	3039	70.6	69.4	1.2	12.9	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL20x	4185	4168	1744	604	69	5	25341949	25330165	17957286	9977789	2401337	272895	4185	59754	25341949	49.20	8026	2734	11182.7	906	3039	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8026	2734	11182.0	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.976	1.000	13.16	17.06	59754	25340214	8026	8026	2734	2734	11182.7	11181.9	906	906	3039	3039	70.6	69	1.6	12.9	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL25x	4185	4168	1744	604	69	5	25341737	25329954	17957168	9977723	2401297	272894	4185	59753	25341737	49.20	8025	2736	11182.6	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8025	2734	11181.8	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.976	1.000	16.37	20.52	59753	25340002	8025	8025	2736	2734	11182.6	11181.7	906	906	3038	3039	70.6	69	1.6	12.9	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL30x	4185	4168	1744	604	69	5	25341565	25329782	17957073	9977670	2401280	272894	4185	59753	25341565	49.20	8025	2735	11182.6	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8025	2734	11181.7	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.976	1.000	18.79	22.87	59753	25339830	8025	8025	2735	2734	11182.5	11181.6	906	906	3038	3039	70.6	69	1.6	12.9	16.5	0.69	26
polypolish_BS00_240_177-2_NP35x_IL35x	4185	4168	1744	604	68	5	25341469	25329688	17957048	9977640	2376278	272891	4185	59753	25341469	49.20	8022	2735	11182.6	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8022	2734	11181.6	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.972	1.000	20.77	25.02	59753	25339728	8022	8022	2735	2734	11182.5	11181.5	906	906	3038	3039	70.6	69	1.6	12.9	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL40x	4185	4168	1744	604	68	5	25341371	25329591	17956987	9977613	2376250	272887	4185	59753	25341371	49.20	8022	2736	11182.5	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8022	2734	11181.5	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.972	1.000	22.21	26.57	59753	25339618	8022	8022	2736	2734	11182.5	11181.4	906	906	3038	3039	70.4	68.9	1.6	13.1	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL50x	4185	4168	1744	604	68	5	25341242	25329462	17956934	9977578	2376240	272885	4185	59753	25341242	49.20	8022	2736	11182.5	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8022	2734	11181.4	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.972	1.000	24.72	28.90	59753	25339488	8022	8022	2736	2734	11182.4	11181.3	906	906	3038	3039	70.4	68.9	1.6	13.1	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP35x_IL60x	4185	4168	1744	604	68	5	25341126	25329347	17956896	9977572	2376234	272884	4185	59753	25341126	49.20	8022	2735	11182.5	906	3038	NA	NA	NA	NA	NA	NA	NA	0.00	25343703	49.21	8022	2734	11181.4	906	3039	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	2 + 0 part	1735	99.972	1.000	26.72	30.72	59753	25339357	8022	8022	2735	2734	11182.4	11181.3	906	906	3038	3039	70.4	68.9	1.6	13.1	16.5	0.69	25.8
polypolish_BS00_240_177-2_NP40x_IL10x	4228	4208	1819	669	83	7	26687806	26674098	19431826	11393022	3020882	388591	4228	67328	26687806	49.38	8451	2787	12212.8	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8451	2787	12212.5	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.960	1.000	4.55	5.88	67328	26676588	8442	8442	2784	2784	12195.1	12194.9	883	883	3024	3024	73.7	72.6	1.2	11.3	14.9	0.69	26.5
polypolish_BS00_240_177-2_NP40x_IL15x	4228	4208	1819	669	83	7	26687307	26673600	19431496	11392837	3020832	388571	4228	67317	26687307	49.37	8451	2787	12212.5	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8451	2787	12212.1	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.951	1.000	8.46	10.51	67317	26676088	8442	8442	2784	2784	12194.9	12194.4	883	883	3024	3024	73.6	72.2	1.5	11.5	14.9	0.69	26.2
polypolish_BS00_240_177-2_NP40x_IL20x	4228	4208	1819	669	83	7	26686951	26673240	19431290	11392738	3020828	388571	4228	67308	26686951	49.37	8451	2787	12212.5	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8451	2787	12211.8	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.951	1.000	12.31	14.45	67308	26675732	8442	8442	2784	2784	12194.8	12194.2	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26.2
polypolish_BS00_240_177-2_NP40x_IL25x	4228	4208	1819	669	83	7	26686623	26672912	19431094	11392647	3020829	388568	4228	67306	26686623	49.37	8451	2787	12212.4	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8451	2787	12211.6	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.951	1.000	15.48	18.00	67306	26675404	8441	8441	2784	2784	12194.8	12194.0	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26.2
polypolish_BS00_240_177-2_NP40x_IL30x	4228	4208	1819	669	83	7	26686487	26672776	19431041	11392625	3020798	388556	4228	67307	26686487	49.37	8451	2787	12212.4	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8451	2787	12211.5	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.944	1.000	18.09	20.38	67307	26675267	8441	8441	2784	2784	12194.7	12193.9	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26.2
polypolish_BS00_240_177-2_NP40x_IL35x	4228	4208	1819	669	83	7	26686358	26672648	19430978	11392608	3020810	388561	4228	67305	26686358	49.37	8450	2787	12212.4	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8450	2787	12211.5	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.941	1.000	20.26	22.43	67305	26675134	8441	8441	2784	2784	12194.7	12193.8	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26
polypolish_BS00_240_177-2_NP40x_IL40x	4228	4208	1819	669	83	7	26686264	26672555	19430925	11392603	3020800	388555	4228	67299	26686264	49.37	8447	2787	12212.3	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8447	2787	12211.4	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.937	1.000	22.13	24.18	67299	26675024	8441	8441	2784	2784	12194.7	12193.7	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26
polypolish_BS00_240_177-2_NP40x_IL50x	4228	4208	1819	669	83	7	26686077	26672368	19430848	11392563	3020776	388554	4228	67297	26686077	49.37	8447	2787	12212.3	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8447	2787	12211.3	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.930	1.000	24.45	26.72	67297	26674836	8440	8440	2784	2784	12194.7	12193.6	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26
polypolish_BS00_240_177-2_NP40x_IL60x	4228	4208	1819	669	83	7	26686083	26672374	19430894	11392605	3020799	388557	4228	67297	26686083	49.37	8447	2787	12212.4	882	3021	NA	NA	NA	NA	NA	NA	NA	0.00	26688328	49.38	8447	2787	12211.3	882	3021	NA	NA	NA	NA	0	0	0	2	0	0	NA	0	3 + 3 part	7854	99.930	1.000	26.31	28.50	67297	26674826	8438	8438	2784	2784	12194.7	12193.7	883	883	3024	3024	73.6	72	1.6	11.5	14.9	0.69	26
polypolish_BS00_240_177-2_NP50x_IL10x	3929	3903	1882	779	124	14	28033631	28015423	21952709	14126821	4524201	856469	3929	80544	28033631	49.22	10054	3037	14582.7	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14582.6	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.972	1.000	4.22	4.02	80544	28033631	10054	10054	3037	3037	14582.7	14582.6	769	769	2705	2705	80.1	78.4	1.7	9.1	10.8	0.7	25.4
polypolish_BS00_240_177-2_NP50x_IL15x	3929	3903	1882	779	124	14	28033264	28015061	21952472	14126710	4524187	856474	3929	80545	28033264	49.22	10054	3037	14582.7	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14582.4	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.964	1.000	8.27	8.00	80545	28033264	10054	10054	3037	3037	14582.7	14582.4	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.69	25.1
polypolish_BS00_240_177-2_NP50x_IL20x	3929	3903	1882	779	124	14	28032908	28014705	21952198	14126572	4524132	856464	3929	80544	28032908	49.22	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14582.1	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.964	1.000	12.43	11.98	80544	28032908	10054	10054	3037	3037	14582.6	14582.1	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.69	25.1
polypolish_BS00_240_177-2_NP50x_IL25x	3929	3903	1882	779	124	14	28032685	28014484	21952084	14126516	4524142	856471	3929	80544	28032685	49.22	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14582.0	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.946	1.000	15.52	15.07	80544	28032683	10054	10054	3037	3037	14582.6	14582.0	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.7	25.1
polypolish_BS00_240_177-2_NP50x_IL30x	3929	3903	1882	779	124	14	28032571	28014371	21952039	14126527	4524166	856476	3929	80544	28032571	49.22	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14582.0	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.941	1.001	17.88	17.66	80544	28032563	10054	10054	3037	3037	14582.6	14582.0	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.7	25.1
polypolish_BS00_240_177-2_NP50x_IL35x	3929	3903	1882	779	124	14	28032503	28014301	21951985	14126504	4524156	856476	3929	80544	28032503	49.22	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14581.9	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.937	1.001	19.80	19.57	80544	28032490	10054	10054	3037	3037	14582.6	14581.9	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.7	25.1
polypolish_BS00_240_177-2_NP50x_IL40x	3929	3903	1882	779	124	14	28032422	28014222	21951923	14126489	4524151	856477	3929	80544	28032422	49.21	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14581.9	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.932	1.001	21.47	21.06	80544	28032406	10054	10054	3037	3037	14582.6	14581.9	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.69	25.1
polypolish_BS00_240_177-2_NP50x_IL50x	3929	3903	1882	779	124	14	28032207	28014006	21951798	14126402	4524138	856472	3929	80544	28032207	49.21	10054	3037	14582.6	769	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14581.7	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.925	1.001	23.86	23.26	80544	28032185	10054	10054	3037	3037	14582.6	14581.7	769	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.69	25.1
polypolish_BS00_240_177-2_NP50x_IL60x	3929	3903	1882	779	124	14	28032096	28013896	21951733	14126390	4524121	856468	3929	80544	28032096	49.21	10055	3037	14582.6	768	2705	NA	NA	NA	NA	NA	NA	NA	0.00	28033819	49.22	10054	3037	14581.7	769	2705	NA	NA	NA	NA	0	0	0	0	0	0	NA	0	0 + 0 part	0	99.921	1.001	25.64	25.00	80544	28032062	10055	10054	3037	3037	14582.5	14581.6	768	769	2705	2705	79.9	77.7	2.2	9.2	10.8	0.7	24.9
polypolish_BS00_240_177-2_NP60x_IL10x	3510	3480	1798	860	162	34	28759219	28739357	23687629	16959070	6539717	2152041	3510	105087	28759219	49.49	12499	3441	18429.5	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12499	3441	18429.4	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.926	1.000	3.16	3.13	105087	28727734	12487	12487	3424	3424	18308.2	18308.1	632	632	2325	2325	84.6	83.1	1.5	9	6.5	0.69	27.3
polypolish_BS00_240_177-2_NP60x_IL15x	3510	3480	1798	860	162	34	28758907	28739046	23687451	16958952	6539650	2152026	3510	105087	28758907	49.49	12500	3441	18429.4	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12500	3441	18429.1	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.922	1.000	6.43	6.41	105087	28727422	12486	12486	3424	3422	18308.0	18307.8	632	632	2325	2326	84.6	83.1	1.5	9	6.5	0.69	27.1
polypolish_BS00_240_177-2_NP60x_IL20x	3510	3480	1798	859	162	34	28758590	28738730	23687262	16948809	6539620	2152022	3510	105089	28758590	49.49	12499	3441	18429.3	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12499	3441	18428.8	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.919	1.000	9.92	9.85	105089	28727105	12486	12486	3423	3422	18308.0	18307.5	632	632	2325	2326	84.6	83	1.6	9	6.5	0.69	27.3
polypolish_BS00_240_177-2_NP60x_IL25x	3510	3480	1798	859	162	34	28758344	28738487	23687116	16948731	6539584	2152011	3510	105087	28758344	49.49	12499	3441	18429.2	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12499	3441	18428.6	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.922	1.000	12.60	12.56	105087	28726859	12486	12486	3423	3422	18307.9	18307.3	632	632	2325	2326	84.6	83	1.6	9	6.5	0.69	27.3
polypolish_BS00_240_177-2_NP60x_IL30x	3510	3480	1798	859	162	34	28758160	28738303	23687013	16948708	6539566	2151995	3510	105090	28758160	49.49	12499	3441	18429.2	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12499	3441	18428.5	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.922	1.000	14.62	14.75	105090	28726664	12487	12487	3423	3422	18307.9	18307.2	632	632	2325	2326	84.6	83	1.6	9	6.5	0.69	27.1
polypolish_BS00_240_177-2_NP60x_IL35x	3510	3480	1798	859	162	34	28758087	28738229	23686993	16948716	6539574	2151998	3510	105090	28758087	49.49	12501	3441	18429.3	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12501	3441	18428.5	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.923	1.000	16.54	16.69	105090	28726590	12486	12486	3422	3421	18308.0	18307.2	632	632	2325	2326	84.6	82.8	1.7	9	6.5	0.69	27.1
polypolish_BS00_240_177-2_NP60x_IL40x	3510	3480	1798	859	162	34	28758007	28738150	23686965	16948697	6539554	2151992	3510	105090	28758007	49.48	12501	3441	18429.3	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12501	3441	18428.4	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.919	1.000	17.93	18.01	105090	28726510	12486	12486	3422	3421	18307.9	18307.1	632	632	2325	2326	84.6	83.1	1.5	9	6.5	0.69	27.1
polypolish_BS00_240_177-2_NP60x_IL50x	3510	3480	1799	859	162	34	28757890	28738034	23691925	16948704	6539548	2151993	3510	105090	28757890	49.48	12500	3441	18429.3	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12500	3441	18428.4	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.919	1.000	20.31	20.15	105090	28726385	12486	12486	3422	3421	18308.0	18307.1	632	632	2325	2326	84.6	83.1	1.5	9	6.5	0.69	27
polypolish_BS00_240_177-2_NP60x_IL60x	3510	3480	1799	859	162	34	28757750	28737893	23691820	16948618	6539526	2151982	3510	105090	28757750	49.48	12499	3441	18429.3	630	2318	NA	NA	NA	NA	NA	NA	NA	0.00	28759319	49.49	12499	3441	18428.2	630	2318	NA	NA	NA	NA	0	0	0	4	0	0	NA	0	4 + 3 part	20025	99.919	1.000	22.01	21.92	105090	28726214	12487	12487	3422	3421	18307.9	18306.9	632	632	2325	2326	84.6	83.1	1.5	9	6.5	0.69	27
